NPI,lst_nm,frst_nm,source,Quality_category_score,PI_category_score,IA_category_score,final_MIPS_score_without_CPB,final_MIPS_score
1821075904,ANDERSON,JAMES,group,,,,45,45
1336596709,DROZHZHIN,DMITRY,group,100,,40,100,100
1164409231,POLUHA,WOJCIECH,group,,,,45,45
1316934185,GUADAGNINI,KAREN,group,,,,45,45
1366469728,ALHABBAL,MOHAMMAD,group,,,,45,45
1780022749,LOU,WYNEE,apm,100,,40,100,100
1326294562,ZANGIABADI,AMIRHOSSEIN,individual,,,,45,45
1750688396,SMITH,DANIEL,apm,100,72.4,40,91.7,99.8
1063928513,BAIROS,COURTNEY,group,100,,40,100,100
1124492822,PACE,DERYL,group,100,,40,100,100
1700940442,TITCOMB,CHRISTOPHER,group,100,,40,100,100
1730398777,GORDON,DAVID,group,100,,40,100,100
1750637690,GRONDSKI,ANNA,group,100,,40,100,100
1760611321,THIPPANNA,RAMAKRISHNA,apm,100,76.2,40,92.9,100
1811093198,MALVEY,TODD,apm,100,76.2,40,92.9,100
1386990216,PARIKH,RADHIKA,apm,100,79.7,40,93.9,98.8
1013069665,CHAMBERLAIN,JANICE,individual,,,,45,45
1649270810,LEE,SANG GIL,individual,,,,45,45
1467553883,KRUSZ,STEPHANIE,apm,100,,40,100,100
1497828628,PICKETT,BRIAN,apm,100,,40,100,100
1285644039,GRAY,JENNIFER,individual,93.3,,40,94.3,97
1508969387,HIGGINSON,MICHELLE,individual,87.9,,40,89.7,92.4
1326493297,ROY,JEFFY,group,83.2,97,40,89.9,94.4
1659396927,LEE,LIEKE,group,83.2,97,40,89.9,94.4
1134105414,RUBIN,BURTON,apm,100,78.1,40,93.4,99
1063522001,TAKAYAMA,HIROO,apm,100,,40,100,100
1457430837,GEORGE,ISAAC,apm,100,,40,100,100
1922042332,ARGENZIANO,MICHAEL,apm,100,,40,100,100
1568514693,SAUNDERS,STEVEN,apm,100,78.1,40,93.4,99
1568405454,RIPPEL,EDWARD,apm,100,78.1,40,93.4,99
1619918752,PETERSON,DAVID,apm,99.9,,40,99.9,100
1689649543,STEINBERG,GERALD,apm,99.9,,40,99.9,100
1790743755,JAGADEESAN,UDAYA,apm,99.9,,40,99.9,100
1821087016,VIADERO,JOSEPH,apm,99.9,,40,99.9,100
1043395007,BOUDREAU,EDWARD,group,0,0,40,15,18.6
1053368787,ALDERSON,LLOYD,group,0,0,40,15,18.6
1063837292,LIGHT,MICHAEL,group,0,0,40,15,18.6
1346225083,ROSENTHAL,MARC,group,0,0,40,15,18.6
1447238928,JENKINS,STEPHEN,group,0,0,40,15,18.6
1447241625,GOLDSMITH,RONNI,group,0,0,40,15,18.6
1457325722,MILLS,MARGARET,group,0,0,40,15,18.6
1467751859,SAENZ,JENNIFER,group,0,0,40,15,18.6
1497853337,GOPINATH,SREELEKHA,group,0,0,40,15,18.6
1629058979,RISTAINO,JEFFREY,group,0,0,40,15,18.6
1710415567,DUBOW,JOSHUA,group,0,0,40,15,18.6
1710935416,KAROS,DARIA,group,0,0,40,15,18.6
1720425598,AHERN,DAVID,group,0,0,40,15,18.6
1740711506,MCCARTHY,DAVID,group,0,0,40,15,18.6
1912354903,SEMANCIK,EILEEN,group,0,0,40,15,18.6
1932106143,JONAS,DEBORAH,group,0,0,40,15,18.6
1932258514,LEWIS,ELIZABETH,group,0,0,40,15,18.6
1720491673,KAISER,PHILIP,apm,100,78.2,40,93.5,99.3
1013232842,NGUYEN,HENRY,apm,100,85.3,40,95.6,100
1013911585,HUGHES,RICHARD,apm,100,85.3,40,95.6,100
1013946656,SERIN,CRAIG,apm,100,85.3,40,95.6,100
1013952910,BLACKMAN,MARY,apm,100,85.3,40,95.6,100
1023097763,SCHEDGICK-DAVIS,LAURIE,apm,100,85.3,40,95.6,100
1033146055,WEINSHEL,DAVID,apm,100,85.3,40,95.6,100
1033198817,SPIEGEL,MICHAEL,apm,100,85.3,40,95.6,100
1033379508,AKINBAJO,OLUBUNMI,apm,100,85.3,40,95.6,100
1043230915,BRAND,ELLEN,apm,100,85.3,40,95.6,100
1053448589,KOORN,ALLA,apm,100,85.3,40,95.6,100
1053608349,GILL-MEYER,RAMAN,apm,100,85.3,40,95.6,100
1053625459,HAHN,DAVID,apm,100,85.3,40,95.6,100
1063431682,KAHN,DOUGLAS,apm,100,85.3,40,95.6,100
1063639656,KUMARAGURUPARAN,MEENATCHI,apm,100,85.3,40,95.6,100
1063696268,SCHWARZ,ERIC,apm,100,85.3,40,95.6,100
1073516969,MIRONOV,DMITRY,apm,100,85.3,40,95.6,100
1093024887,BRODY,AMBER,apm,100,85.3,40,95.6,100
1093754590,CONNELLY,ROBERT,apm,100,85.3,40,95.6,100
1104176122,APERGIS,YIANNIS,apm,100,85.3,40,95.6,100
1104177971,FORDE-CUFFIE,SADEE,apm,100,85.3,40,95.6,100
1104829076,VIGNA,LUCIA,apm,100,85.3,40,95.6,100
1104910215,MANFREDI,CHRISTOPHER,apm,100,85.3,40,95.6,100
1114070034,KOLTCHINE,VLADIMIR,apm,100,85.3,40,95.6,100
1114109253,PERIYAPPERUMA,JANAKA,apm,100,85.3,40,95.6,100
1114148558,JASKIEWICZ POZNANSKA,AGATA,apm,100,85.3,40,95.6,100
1114370186,ADALA,KALVIN,apm,100,85.3,40,95.6,100
1134160435,DIETZEK,ALAN,apm,100,85.3,40,95.6,100
1144223033,SMITH,MICHAEL,apm,100,85.3,40,95.6,100
1144382664,PARKER,MICHAEL,apm,100,85.3,40,95.6,100
1154317741,KASS,LEWIS,apm,100,85.3,40,95.6,100
1164434734,CLARK,ALEXANDER,apm,100,85.3,40,95.6,100
1174542450,BRANDWEIN,STEVEN,apm,100,85.3,40,95.6,100
1174624860,STORY,DARYL,apm,100,85.3,40,95.6,100
1174904023,KIM,HWAN,apm,100,85.3,40,95.6,100
1184740516,HARISIS,VASILIKI,apm,100,85.3,40,95.6,100
1184765844,TIGHE,MAE,apm,100,85.3,40,95.6,100
1194017715,IONESCU,CRISTINA,apm,100,85.3,40,95.6,100
1205833399,MORALES,LILYBETH,apm,100,85.3,40,95.6,100
1215270038,MINDICH,DYLAN,apm,100,85.3,40,95.6,100
1215945803,DERVISEVIC,AIDA,apm,100,85.3,40,95.6,100
1225031115,VENDITTI,MARK,apm,100,85.3,40,95.6,100
1225053051,ESTABROOK,SCOTT,apm,100,85.3,40,95.6,100
1235112533,LIM,JOSEPH,apm,100,85.3,40,95.6,100
1235160318,MOREIRA,IRENE,apm,100,85.3,40,95.6,100
1235364654,TORGALKAR,SOHITA,apm,100,85.3,40,95.6,100
1235391756,AHMED,MOHAMED,apm,100,85.3,40,95.6,100
1235540428,PINTO,MARIO,apm,100,85.3,40,95.6,100
1245248772,TARBELL,KAREN,apm,100,85.3,40,95.6,100
1255726303,SHI,DI,apm,100,85.3,40,95.6,100
1265405088,KALSER,CORINNE,apm,100,85.3,40,95.6,100
1265474886,ROMERO,RONAN,apm,100,85.3,40,95.6,100
1265576698,HORTON,APRIL,apm,100,85.3,40,95.6,100
1265842900,PAGE,STEPHANIE,apm,100,85.3,40,95.6,100
1275550972,MULLA,ADIL,apm,100,85.3,40,95.6,100
1275910408,CONWAY,MAURA,apm,100,85.3,40,95.6,100
1285082776,MIRAS,LEONIDAS,apm,100,85.3,40,95.6,100
1285736124,ALTBAUM,ROBERT,apm,100,85.3,40,95.6,100
1306092895,SHARMA,SHIVI,apm,100,85.3,40,95.6,100
1306928445,THOMPSON,JAMES,apm,100,85.3,40,95.6,100
1306937602,DSOUZA,ARTHUR,apm,100,85.3,40,95.6,100
1316253123,SRIVASTAVA,SWATI,apm,100,85.3,40,95.6,100
1316367519,TANTRAL,LEE,apm,100,85.3,40,95.6,100
1316923238,NG,ANDREW,apm,100,85.3,40,95.6,100
1316926660,PINO,PAOLO,apm,100,85.3,40,95.6,100
1326019340,FINE,JONATHAN,apm,100,85.3,40,95.6,100
1326197963,MARSHALL,MARK,apm,100,85.3,40,95.6,100
1336131085,ROSE,ROBERTA,apm,100,85.3,40,95.6,100
1336300037,MOSTEANU,IONUT,apm,100,85.3,40,95.6,100
1336346576,FEHER,CYNTHIA,apm,100,85.3,40,95.6,100
1336501816,OGUNNAIKE,RAHILA,apm,100,85.3,40,95.6,100
1346208618,AUERBACH,JULIA,apm,100,85.3,40,95.6,100
1356312003,ORLINICK,JASON,apm,100,85.3,40,95.6,100
1356482251,GORELICK,ADAM,apm,100,85.3,40,95.6,100
1356582571,OBRIEN,MIECHELLE,apm,100,85.3,40,95.6,100
1356786859,BEG,ASMA,apm,100,85.3,40,95.6,100
1366434201,LEHMANN,TIMOTHY,apm,100,85.3,40,95.6,100
1366436065,APPEL,CLIFFORD,apm,100,85.3,40,95.6,100
1366722399,OBIDIKE,ADA,apm,100,85.3,40,95.6,100
1366856817,FORT,CHRISTOFER,apm,100,85.3,40,95.6,100
1376064212,DULGHER,MAXIM,apm,100,85.3,40,95.6,100
1376638189,CHANKO,ERIC,apm,100,85.3,40,95.6,100
1376998120,FLORIO,NICK,apm,100,85.3,40,95.6,100
1386810182,RINVIL-WAILES,EDWINE,apm,100,85.3,40,95.6,100
1386810802,BALLARINO,GUILLERMO,apm,100,85.3,40,95.6,100
1396715231,ANDERSON,PETER,apm,100,85.3,40,95.6,100
1396765947,PRINCE,MARVIN,apm,100,85.3,40,95.6,100
1396853933,SKACHKOVA,NATALIA,apm,100,85.3,40,95.6,100
1407230477,BHAM,ZUBIN,apm,100,85.3,40,95.6,100
1417177072,BOTTA,THOMAS,apm,100,85.3,40,95.6,100
1427053404,MARKIND,SAMUEL,apm,100,85.3,40,95.6,100
1437231206,SHUKLA,AJAY,apm,100,85.3,40,95.6,100
1437325115,KANG,EUNICE,apm,100,85.3,40,95.6,100
1467899799,LEE,MING-MING,apm,100,85.3,40,95.6,100
1477526176,VELSMID,MATTHEW,apm,100,85.3,40,95.6,100
1477715035,MABASA,ABRA,apm,100,85.3,40,95.6,100
1477916179,MASLAK,DAVID,apm,100,85.3,40,95.6,100
1487635728,FREYLE,DAVID,apm,100,85.3,40,95.6,100
1497140214,ZHAO,CHARLIE,apm,100,85.3,40,95.6,100
1497727978,YU,STEPHEN,apm,100,85.3,40,95.6,100
1508057571,WASNICK,ROBERT,apm,100,85.3,40,95.6,100
1518132505,OBRIEN,DANIEL,apm,100,85.3,40,95.6,100
1518270826,SETHI,SAKSHI,apm,100,85.3,40,95.6,100
1518287168,SANGEORZAN,EMANUELA,apm,100,85.3,40,95.6,100
1518313469,STRONG,STEPHEN,apm,100,85.3,40,95.6,100
1528334695,WASSER,JARED,apm,100,85.3,40,95.6,100
1538196795,CARR,ROBERT,apm,100,85.3,40,95.6,100
1538615737,CHHODA,ANKIT,apm,100,85.3,40,95.6,100
1538693775,GIRI,ISHWAR,apm,100,85.3,40,95.6,100
1548207194,GRUSS,CLAUDIA,apm,100,85.3,40,95.6,100
1548297633,BARENBERG,DAVID,apm,100,85.3,40,95.6,100
1548368293,WEIR,IAN,apm,100,85.3,40,95.6,100
1548405434,MIHU,ANAMARIA,apm,100,85.3,40,95.6,100
1548598485,CHOW,TONY,apm,100,85.3,40,95.6,100
1548791858,BRIAND,ALEXANDER,apm,100,85.3,40,95.6,100
1558338913,SHAPIRO,DAVID,apm,100,85.3,40,95.6,100
1568414993,MARICI,KENNETH,apm,100,85.3,40,95.6,100
1568857282,KRONI,DRINI,apm,100,85.3,40,95.6,100
1568993236,VALYNETS,ULADZISLAU,apm,100,85.3,40,95.6,100
1578571121,DORSO,JAY,apm,100,85.3,40,95.6,100
1588042220,KHAN,GHULAM,apm,100,85.3,40,95.6,100
1588797930,ALBERT,GREGORY,apm,100,85.3,40,95.6,100
1588839336,HEGDE,ABHIJITH,apm,100,85.3,40,95.6,100
1588857320,VOODARLA,ANUPAMA,apm,100,85.3,40,95.6,100
1598102626,HOPKINS,REID,apm,100,85.3,40,95.6,100
1598140105,AHMEDTAHA,OSMAN,apm,100,85.3,40,95.6,100
1598736936,HALE,WILLIAM,apm,100,85.3,40,95.6,100
1598785453,SERRINS,MARTIN,apm,100,85.3,40,95.6,100
1609801273,CHRONAKOS,JOHN,apm,100,85.3,40,95.6,100
1609858414,RADIN,ALAN,apm,100,85.3,40,95.6,100
1609897537,MAROTO-SOLTIS,JO-ANN,apm,100,85.3,40,95.6,100
1619073210,AHASIC,AMY,apm,100,85.3,40,95.6,100
1619403987,KUMAR,SATESH,apm,100,85.3,40,95.6,100
1619902285,JIMENEZ,ERIC,apm,100,85.3,40,95.6,100
1629079116,NARAYANASWAMY,GIRIJA,apm,100,85.3,40,95.6,100
1639111396,VINLUAN,JOSELITO,apm,100,85.3,40,95.6,100
1639520323,VERASTEGUI,JAIME,apm,100,85.3,40,95.6,100
1649275611,CULLIGAN,NEIL,apm,100,85.3,40,95.6,100
1649416280,LLEVA,PAUL EUGENE,apm,100,85.3,40,95.6,100
1649536384,LEE,SUSIE,apm,100,85.3,40,95.6,100
1659352946,TIMKO,BRIAN,apm,100,85.3,40,95.6,100
1659592665,PATEL,TEJASH,apm,100,85.3,40,95.6,100
1659628915,MCKINNIS,ELIZABETH,apm,100,85.3,40,95.6,100
1659727709,DALLAKU,OLVAS,apm,100,85.3,40,95.6,100
1659740751,IYANALLI SRISHAILARADHYA,SAMARTHARADHYA,apm,100,85.3,40,95.6,100
1669447538,HABIBI KHAMENEH,BEHZAD,apm,100,85.3,40,95.6,100
1669499364,GUASP,INMACULADA,apm,100,85.3,40,95.6,100
1669622213,ASHRAFZADEH,GOLNAZ,apm,100,85.3,40,95.6,100
1679500268,SCHOLAND,STEPHEN,apm,100,85.3,40,95.6,100
1679592778,SCHIFFMAN,MICHAEL,apm,100,85.3,40,95.6,100
1689115867,MOTTA,JISHU,group,0,79,40,38.7,43.2
1689651903,MENDEZ,JOSE,apm,100,85.3,40,95.6,100
1689697377,STEIN,JESSICA,apm,100,85.3,40,95.6,100
1699189670,MODI,SACHIN,apm,100,85.3,40,95.6,100
1699796524,MILLER,AURORA,apm,100,85.3,40,95.6,100
1700265212,CHANG,EURICA,apm,100,85.3,40,95.6,100
1700272515,DESAI,RONAK,apm,100,85.3,40,95.6,100
1710935432,RAHIMYAR,ABDUL,apm,100,85.3,40,95.6,100
1710938741,FINE,PETER,apm,100,85.3,40,95.6,100
1720172836,KURTZ,CAROLINE,apm,100,85.3,40,95.6,100
1720509433,RAHMAN,MUFTI MUSHFIQUR,apm,100,85.3,40,95.6,100
1730108010,FIORITO,JOSEPH,apm,100,85.3,40,95.6,100
1730393521,LAI,JASON,apm,100,85.3,40,95.6,100
1730455221,GOLOVYAN,DMITRIY,apm,100,85.3,40,95.6,100
1740283621,NGUYEN,GARRETT,apm,100,85.3,40,95.6,100
1740298322,YACONO,GARY,apm,100,85.3,40,95.6,100
1740484567,OLTIKAR,APARNA,apm,100,85.3,40,95.6,100
1750564993,SCATENA,ROBYN,apm,100,85.3,40,95.6,100
1760416416,MISITA,DAVID,apm,100,85.3,40,95.6,100
1770016420,MORGAN,CHRISTOPHER,apm,100,85.3,40,95.6,100
1770804536,MATHEW,SALIL,apm,100,85.3,40,95.6,100
1770853319,RAO,SUSHMA,apm,100,85.3,40,95.6,100
1780024703,DEROSA,RENEE,apm,100,85.3,40,95.6,100
1780865543,PLUMMER,DAHLIA,apm,100,85.3,40,95.6,100
1790043040,SHAJAN,JOSHAN,apm,100,85.3,40,95.6,100
1790781615,KOORN,ROBERT,apm,100,85.3,40,95.6,100
1801118252,KRSTIC,JASMINA,apm,100,85.3,40,95.6,100
1801139571,BRODERICK,PATRICK,apm,100,85.3,40,95.6,100
1801154455,JIMENEZ,JEAN-CARLOS,apm,100,85.3,40,95.6,100
1801856687,BONWETSCH,ROBERT,apm,100,85.3,40,95.6,100
1811160906,RUSZKOWSKI,JAIME,apm,100,85.3,40,95.6,100
1811350499,CARVAN,KHALED,apm,100,85.3,40,95.6,100
1811918683,SCHWARTZ,MICHAEL,apm,100,85.3,40,95.6,100
1811976699,MCINTOSH,DAVID,apm,100,85.3,40,95.6,100
1821015520,LENCZEWSKI,VINCENT,apm,100,85.3,40,95.6,100
1821146192,MANGLA,RAKHEE,apm,100,85.3,40,95.6,100
1821247065,SEWELL,DIANA,apm,100,85.3,40,95.6,100
1821382532,LOHMAN,AMY,apm,100,85.3,40,95.6,100
1841366820,BALBOA,GENE,apm,100,85.3,40,95.6,100
1841455227,PORAC,MATTHEW,apm,100,85.3,40,95.6,100
1841464641,GUARDIA,CHARLES,apm,100,85.3,40,95.6,100
1841474541,ANAND,NAVEEN,apm,100,85.3,40,95.6,100
1851361117,KULAGA,MARK,apm,100,85.3,40,95.6,100
1851565154,INIGO-SANTIAGO,LOREN,apm,100,85.3,40,95.6,100
1851652069,CALVIN,WESLEY,apm,100,85.3,40,95.6,100
1861653925,CHANDLER,BENJAMIN,apm,100,85.3,40,95.6,100
1861758666,PEDERSEN,NADJA,apm,100,85.3,40,95.6,100
1871694562,TARABAN,IRINA,apm,100,85.3,40,95.6,100
1881821429,SINGH,VIJAYANT,apm,100,85.3,40,95.6,100
1891710612,RUDINSKAYA,ALLA,apm,100,85.3,40,95.6,100
1912243304,RAMZY,WASSIM,apm,100,85.3,40,95.6,100
1912920034,MCNICOL,DONALD,apm,100,85.3,40,95.6,100
1912968090,SEO,WEIMING,apm,100,85.3,40,95.6,100
1922009638,SINGER,RICHARD,apm,100,85.3,40,95.6,100
1922354497,ZIELINSKA,ANNA,apm,100,85.3,40,95.6,100
1922493329,BARBERY,MATTHEW,apm,100,85.3,40,95.6,100
1932102803,BABASHAK,JAMES,apm,100,85.3,40,95.6,100
1932475191,BELAL,MOHAMMAD,apm,100,85.3,40,95.6,100
1942229216,TROCK,DAVID,apm,100,85.3,40,95.6,100
1952748352,LIU-BURDOWSKI,JENNIFER,apm,100,85.3,40,95.6,100
1952753105,RAKHUBA,SERGII,apm,100,85.3,40,95.6,100
1962410563,FRANCESCHINA,JOSEPH,apm,100,85.3,40,95.6,100
1962544098,ALDAY,GUSTAVO,apm,100,85.3,40,95.6,100
1972524213,SABOL,TIMOTHY,apm,100,85.3,40,95.6,100
1972555183,GORELICK,STEVEN,apm,100,85.3,40,95.6,100
1972595494,NOVACK,STUART,apm,100,85.3,40,95.6,100
1972785608,KALANSURIYA,DILEEMA,apm,100,85.3,40,95.6,100
1982621892,KULIKOWSKI,KARL,apm,100,85.3,40,95.6,100
1982649836,TIKHOMIROV,VADIM,apm,100,85.3,40,95.6,100
1992019723,GURUSINGHE,KARIYAWASAM B. BUDDHINI,apm,100,85.3,40,95.6,100
1992775258,KHAN,ANJUM,apm,100,85.3,40,95.6,100
1992980536,AFONSO,FERNANDO,apm,100,85.3,40,95.6,100
1013497197,FOLEY,DANIEL,group,100,,40,100,100
1982665725,PENNOYER,JENNIFER,group,88,80,40,87.4,89.5
1467863530,MALIK,RAEVA,group,0,58,20,24.9,29
1003137217,COATES,HANNAH,apm,100,76.2,40,92.9,100
1023373743,MCPHAIL,MEGAN,apm,100,76.2,40,92.9,100
1063673028,DELISO,KATHRYN,apm,100,76.2,40,92.9,100
1083888002,PIERRE,CLAUDELEEDY,apm,100,76.2,40,92.9,100
1114908076,FALK,AMY,apm,100,76.2,40,92.9,100
1144203902,GARCIA,ERIK,apm,100,76.2,40,92.9,100
1164544847,IMPERIOLI,ANGELA,apm,100,76.2,40,92.9,100
1184044034,MISLAN,HILARY,apm,100,76.2,40,92.9,100
1184943334,BLUMHOFER,REBECCA,apm,100,76.2,40,92.9,100
1225055759,KILEY,BRIAN,apm,100,76.2,40,92.9,100
1225261266,GILMAN,MARY,apm,100,76.2,40,92.9,100
1235254186,WHITE,ANTHONY,apm,100,76.2,40,92.9,100
1245327386,CASTRO,XIMENA,apm,100,76.2,40,92.9,100
1255485231,KEDIAN,TRACY,apm,100,76.2,40,92.9,100
1295704559,STAMM,JOSEPH,apm,100,76.2,40,92.9,100
1295780617,MAZUR,HOLLY,apm,100,76.2,40,92.9,100
1326023425,BARNARD,KATHARINE,apm,100,76.2,40,92.9,100
1336677863,NGUYEN,DUY,apm,100,76.2,40,92.9,100
1417911157,CONTARDO,LEONARD,apm,100,76.2,40,92.9,100
1477575249,FREITAS,WILLIAM,apm,100,76.2,40,92.9,100
1568699767,VALDMAN,OLGA,apm,100,76.2,40,92.9,100
1568845444,SWAIM,BRYAN,apm,100,76.2,40,92.9,100
1629276803,GHANDOUR,ABDULRAOUF,apm,100,76.2,40,92.9,100
1639152309,POTTS,STACY,apm,100,76.2,40,92.9,100
1649565516,CASEY,SARA,apm,100,76.2,40,92.9,100
1669460051,BOLDUC,PHILIP,apm,100,76.2,40,92.9,100
1689974792,KHALAF,ALIA,apm,100,76.2,40,92.9,100
1780667543,GUSSAK,LISA,apm,100,76.2,40,92.9,100
1790027548,SALONEN,SATU,apm,100,76.2,40,92.9,100
1801972229,NORMANDIE,CYNTHIA,apm,100,76.2,40,92.9,100
1821356312,ABDALLAH,SHEILA,apm,100,76.2,40,92.9,100
1851526297,VANDUYNE,VIRGINIA,apm,100,76.2,40,92.9,100
1932410032,SARKAR,AMBER,apm,100,76.2,40,92.9,100
1962646083,GNAZZO,MELANIE,apm,100,76.2,40,92.9,100
1962849190,STURGILL,LAURA,apm,100,76.2,40,92.9,100
1972514180,CARTER,LISA,apm,100,76.2,40,92.9,100
1184607681,KRAMER,ANDREW,group,85.9,91,40,89.6,92.8
1720466220,DONATO,MINELVA,group,98,,40,98.3,100
1063442713,DUQUETTE,LORI,individual,,,,45,45
1255614392,DINGLEY,ERIK,group,70.2,0,0,38.6,41.7
1992364020,ROSE,KAYLA,group,70.2,0,0,38.6,41.7
1962760348,MORALES JIMENEZ,MARIELA,group,,,,45,45
1487966073,ROSSI,ROCCO,apm,91.3,70.5,40,86.8,94.2
1437132297,FIXLER,HOWARD,apm,100,76.2,40,92.9,100
1932113446,HAKIM,FAIYAZ,apm,100,76.2,40,92.9,100
1972823870,OKOLI,CHIDIMMA,apm,100,76.2,40,92.9,100
1013994649,CROKE,JOHN,apm,98.9,76.4,40,92.4,98.2
1205013117,KERIMOGLU,BEKLEN,apm,100,72.4,40,91.7,99.8
1316309008,TANELLA,ANTHONY,apm,100,72.4,40,91.7,99.8
1477895381,SHAPIRO,DAVID,apm,100,72.4,40,91.7,99.8
1730479692,TUFTS,RYAN,apm,100,72.4,40,91.7,99.8
1962660548,HYMAN,JAIME,apm,100,72.4,40,91.7,99.8
1619182342,DADDARIO,GLENN,individual,,,,45,45
1043385743,KAHN,SARAH,group,,,,45,45
1396949582,BEECHER,HENRY,individual,62.3,70,40,70.3,75.4
1679648281,DETTMER,ROBERT,individual,76.8,60,40,75.2,80
1265464945,YLAGAN,VICTOR,apm,100,85.3,40,95.6,100
1659323210,SILVER,PETER,group,100,,40,100,100
1376521773,CHESS,DAVID,individual,,,,45,45
1134196710,LANNON,CATHERINE,group,68.6,,40,73.3,75.9
1154368702,LURIE,SHARI,group,68.6,,40,73.3,75.9
1659352979,DIMITRI,SARWAT,group,68.6,,40,73.3,75.9
1295792943,MATIN,SHAUKAT,group,96,56,40,84.6,88.6
1023051653,ROBINSON,MICHAEL,apm,95.4,72.7,40,89.5,94.8
1083635379,YOST,JOHN,apm,95.4,72.7,40,89.5,94.8
1144514522,FERGUSON,ADAM,apm,95.4,72.7,40,89.5,94.8
1780939587,RIVERO GUTIERREZ,ANA,apm,95.4,72.7,40,89.5,94.8
1891189015,MORRIS,MICHELLE,apm,95.4,72.7,40,89.5,94.8
1558643221,DEJESUS,LADY PAULA,apm,96.7,73,40,90.3,100
1285715300,YOUNG,JEANNE,group,95.5,,40,96.2,100
1437416781,ZHAO,YIYU,group,95.5,,40,96.2,100
1679128482,LIU,JIA,group,95.5,,40,96.2,100
1831138965,VANNORT,JOSEPH,apm,100,78.3,40,93.5,98.8
1053417584,LAMIR HEGER,MARGARET,group,94.4,,40,95.2,97.6
1174629182,SCHWARTZ,STEPHANIE,group,94.4,,40,95.2,97.6
1225594773,DAVIS,JAMIE,group,94.4,,40,95.2,97.6
1730190620,SICKOREZ,BRIAN,group,94.4,,40,95.2,97.6
1851521256,LACHANCE,WILLIAM,group,94.4,,40,95.2,97.6
1992801427,MINARD,STEPHEN,group,94.4,,40,95.2,97.6
1003802943,SHAW,MICHAEL,group,,,,45,45
1093701948,MARIORENZI,MICHAEL,group,,,,45,45
1194710814,MARIORENZI,LOUIS,group,,,,45,45
1255664181,MARIORENZI,MARIA,group,,,,45,45
1275528903,SINGER,IRA,group,,,,45,45
1285620138,AUSTIN,GREGORY,group,,,,45,45
1417253782,DOOBAY,NATHALIA,group,,,,45,45
1417943291,CATALLOZZI,KENNETH,group,,,,45,45
1568420115,PIZZARELLO,PETER,group,,,,45,45
1861456295,HARRINGTON,LISA,group,,,,45,45
1932546058,COHEN,BRIAN,group,,,,45,45
1972898773,SHAMBAUGH,BRAIDY,group,,,,45,45
1326271099,MORALES,JUAN,group,100,,40,100,100
1568412807,MORGAN,MICHAEL,group,100,,40,100,100
1689961864,CANDELARIA,ANGELA,apm,100,78.1,40,93.4,99
1649298142,WATSKY,KALMAN,apm,100,78.1,40,93.4,99
1164770400,CHAUDARY,MOHAMMED,group,72.2,0,40,54.7,59.8
1316966393,CHAN,DO,group,72.2,0,40,54.7,59.8
1598766081,SHWARTZMAN,BORIS,group,72.2,0,40,54.7,59.8
1174811962,ROSE,SYDNEY,apm,100,80.3,40,94.1,100
1184680886,SPIRI,ANTHONY,individual,,,,45,45
1528348281,DHAKAR,MONICA,group,99.6,67,40,89.9,99.4
1770961021,PATEL,PANKTI,group,97,,40,97.4,100
1053358234,DUBEY,RASHMI,group,100,,40,100,100
1285796805,PEREIRA,ANGELA,group,100,,40,100,100
1487821500,HENSLEY,HOLLY,group,100,,40,100,100
1649416280,LLEVA,PAUL EUGENE,group,100,,40,100,100
1699952176,MARKOWICZ,DANIEL,group,100,,40,100,100
1942445861,RAY,NEELANJAN,group,100,,40,100,100
1437282423,COURNIOTES II,JAMES,individual,,,,45,45
1659377307,LA FAZIA,FRANK,group,,,,45,45
1710983416,LOWNEY,JOSEPH,group,,,,45,45
1760488449,REARDON,EDWARD,group,,,,45,45
1225019466,WEBBER,ANTHONY,individual,,,,45,45
1033110952,ALLURI,NEELIMA,group,100,,40,100,100
1134228018,BABCOCK,MICHAEL,group,100,,40,100,100
1194819516,MASON,KATHERINE,group,100,,40,100,100
1265605695,ALMEDA,ARNEL,group,100,,40,100,100
1326209230,MARTINEZ,MATTHEW,group,100,,40,100,100
1346230893,BEGIN,GREGORY,group,100,,40,100,100
1720089691,XING,Y POLLY,group,100,,40,100,100
1750556759,GUZMAN,CARLOS,group,100,,40,100,100
1326020223,WORDEN,JOHN,apm,100,76.2,40,92.9,100
1659352706,WORDEN,REBECCA,apm,100,76.2,40,92.9,100
1104959832,DECESARE,JOSEPH,individual,78.2,,40,81.5,89.1
1356350201,BLAIR,BALLARD,individual,,,,45,45
1124387055,WEITZEN,SHERRY,group,89.9,,40,91.4,97.9
1063823193,JEAN,HENDY,apm,,,,45,45
1689936890,ALLISON-BJOERLOEW,NATALIA,apm,,,,45,45
1821415035,THOTAKURA,SREEKIRAN,apm,,,,45,45
1073995163,TOCCI,ELIZABETH,individual,95.5,,40,96.2,98.9
1346505120,GIROUARD,SASHA,individual,91.3,,40,92.6,95
1780624213,FISKE,WILLIAM,individual,100,,40,100,100
1972516482,FUSCO,MICHAEL,apm,100,88,40,96.4,100
1790047595,STAUDT,GENEVIEVE,apm,99.9,73.2,40,91.9,97.8
1417990136,CHAUHAN,APARNA,individual,96.7,,40,97.2,100
1154545754,BORTAN,ALIN,group,55.3,,40,62,72
1174935894,OZCAKAR,BULENT,group,55.3,,40,62,72
