pri_spec,zip_code,min_medicare_pricing_for_new_patient,max_medicare_pricing_for_new_patient,mode_medicare_pricing_for_new_patient,min_copay_for_new_patient,max_copay_for_new_patient,mode_copay_for_new_patient
OPTOMETRY,02633,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
OPTOMETRY,02645,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
OPTOMETRY,02648,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
OPTOMETRY,02649,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
OPTOMETRY,02653,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
OPTOMETRY,02657,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
OPTOMETRY,02660,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
OPTOMETRY,02664,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
OPTOMETRY,02671,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
OPTOMETRY,02673,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
OPTOMETRY,02703,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
OPTOMETRY,02719,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
OPTOMETRY,02720,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
OPTOMETRY,02721,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
OPTOMETRY,02723,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
OPTOMETRY,02725,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
OPTOMETRY,02726,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
OPTOMETRY,02740,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
OPTOMETRY,02745,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
OPTOMETRY,02747,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
OPTOMETRY,02760,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
OPTOMETRY,02762,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
OPTOMETRY,02766,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
OPTOMETRY,02767,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
OPTOMETRY,02769,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
OPTOMETRY,02771,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
OPTOMETRY,02777,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
OPTOMETRY,02780,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
OPTOMETRY,02806,$61.15 ,$184.89 ,$140.08 ,$15.29 ,$46.22 ,$35.02 
OPTOMETRY,02809,$61.15 ,$184.89 ,$140.08 ,$15.29 ,$46.22 ,$35.02 
OPTOMETRY,02814,$61.15 ,$184.89 ,$140.08 ,$15.29 ,$46.22 ,$35.02 
OPTOMETRY,02816,$61.15 ,$184.89 ,$140.08 ,$15.29 ,$46.22 ,$35.02 
OPTOMETRY,02818,$61.15 ,$184.89 ,$140.08 ,$15.29 ,$46.22 ,$35.02 
OPTOMETRY,02828,$61.15 ,$184.89 ,$140.08 ,$15.29 ,$46.22 ,$35.02 
OPTOMETRY,02842,$61.15 ,$184.89 ,$140.08 ,$15.29 ,$46.22 ,$35.02 
OPTOMETRY,02852,$61.15 ,$184.89 ,$140.08 ,$15.29 ,$46.22 ,$35.02 
OPTOMETRY,02857,$61.15 ,$184.89 ,$140.08 ,$15.29 ,$46.22 ,$35.02 
OPTOMETRY,02860,$61.15 ,$184.89 ,$140.08 ,$15.29 ,$46.22 ,$35.02 
OPTOMETRY,02861,$61.15 ,$184.89 ,$140.08 ,$15.29 ,$46.22 ,$35.02 
OPTOMETRY,02863,$61.15 ,$184.89 ,$140.08 ,$15.29 ,$46.22 ,$35.02 
OPTOMETRY,02864,$61.15 ,$184.89 ,$140.08 ,$15.29 ,$46.22 ,$35.02 
OPTOMETRY,02865,$61.15 ,$184.89 ,$140.08 ,$15.29 ,$46.22 ,$35.02 
OPTOMETRY,02878,$61.15 ,$184.89 ,$140.08 ,$15.29 ,$46.22 ,$35.02 
OPTOMETRY,02879,$61.15 ,$184.89 ,$140.08 ,$15.29 ,$46.22 ,$35.02 
OPTOMETRY,02882,$61.15 ,$184.89 ,$140.08 ,$15.29 ,$46.22 ,$35.02 
OPTOMETRY,02886,$61.15 ,$184.89 ,$140.08 ,$15.29 ,$46.22 ,$35.02 
OPTOMETRY,02888,$61.15 ,$184.89 ,$140.08 ,$15.29 ,$46.22 ,$35.02 
OPTOMETRY,02891,$61.15 ,$184.89 ,$140.08 ,$15.29 ,$46.22 ,$35.02 
OPTOMETRY,02893,$61.15 ,$184.89 ,$140.08 ,$15.29 ,$46.22 ,$35.02 
OPTOMETRY,02895,$61.15 ,$184.89 ,$140.08 ,$15.29 ,$46.22 ,$35.02 
OPTOMETRY,02896,$61.15 ,$184.89 ,$140.08 ,$15.29 ,$46.22 ,$35.02 
OPTOMETRY,02898,$61.15 ,$184.89 ,$140.08 ,$15.29 ,$46.22 ,$35.02 
OPTOMETRY,02903,$61.15 ,$184.89 ,$140.08 ,$15.29 ,$46.22 ,$35.02 
OPTOMETRY,02904,$61.15 ,$184.89 ,$140.08 ,$15.29 ,$46.22 ,$35.02 
OPTOMETRY,02905,$61.15 ,$184.89 ,$140.08 ,$15.29 ,$46.22 ,$35.02 
OPTOMETRY,02906,$61.15 ,$184.89 ,$140.08 ,$15.29 ,$46.22 ,$35.02 
OPTOMETRY,02908,$61.15 ,$184.89 ,$140.08 ,$15.29 ,$46.22 ,$35.02 
OPTOMETRY,02909,$61.15 ,$184.89 ,$140.08 ,$15.29 ,$46.22 ,$35.02 
OPTOMETRY,02910,$61.15 ,$184.89 ,$140.08 ,$15.29 ,$46.22 ,$35.02 
OPTOMETRY,02914,$61.15 ,$184.89 ,$140.08 ,$15.29 ,$46.22 ,$35.02 
OPTOMETRY,02915,$61.15 ,$184.89 ,$140.08 ,$15.29 ,$46.22 ,$35.02 
OPTOMETRY,02917,$61.15 ,$184.89 ,$140.08 ,$15.29 ,$46.22 ,$35.02 
OPTOMETRY,02919,$61.15 ,$184.89 ,$140.08 ,$15.29 ,$46.22 ,$35.02 
OPTOMETRY,02920,$61.15 ,$184.89 ,$140.08 ,$15.29 ,$46.22 ,$35.02 
OPTOMETRY,06001,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06002,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06010,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06018,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06019,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06029,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06032,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06033,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06035,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06037,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06040,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06042,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06051,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06052,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06053,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06057,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06062,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06066,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06067,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06070,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06071,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06074,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06076,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06078,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06082,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06084,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06085,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06088,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06095,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06096,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06098,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06103,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06105,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06106,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06107,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06108,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06109,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06110,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06111,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06117,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06119,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06120,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06226,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06234,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06239,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06248,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06260,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06268,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06332,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06333,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06335,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06340,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06351,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06355,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06357,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06360,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06371,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06382,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06385,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06401,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06405,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06409,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06410,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06413,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06415,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06416,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06417,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06418,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06422,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06424,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06437,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06443,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06447,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06450,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06451,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06457,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06460,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06468,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06470,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06473,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06475,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06477,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06480,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06483,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06484,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06488,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06489,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06492,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06498,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06510,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06513,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06514,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06515,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06516,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06517,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06518,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06519,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06525,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06605,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06606,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06610,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06611,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06614,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06615,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06702,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06704,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06705,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06708,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06712,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06716,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06757,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06759,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06770,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06776,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06777,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06787,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06790,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06795,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06798,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06801,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06804,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06807,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06810,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06811,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06824,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06825,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06830,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06840,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06851,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06854,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06870,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06877,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06880,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06890,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06897,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06901,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06902,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
OPTOMETRY,06905,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
ORTHOPEDIC SURGERY,01002,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
ORTHOPEDIC SURGERY,01007,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
ORTHOPEDIC SURGERY,01028,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
ORTHOPEDIC SURGERY,01040,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
ORTHOPEDIC SURGERY,01060,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
ORTHOPEDIC SURGERY,01069,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
ORTHOPEDIC SURGERY,01085,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
ORTHOPEDIC SURGERY,01088,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
ORTHOPEDIC SURGERY,01104,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
ORTHOPEDIC SURGERY,01107,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
ORTHOPEDIC SURGERY,01199,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
ORTHOPEDIC SURGERY,01201,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
ORTHOPEDIC SURGERY,01230,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
ORTHOPEDIC SURGERY,01267,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
ORTHOPEDIC SURGERY,01440,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
ORTHOPEDIC SURGERY,01432,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
ORTHOPEDIC SURGERY,01453,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
ORTHOPEDIC SURGERY,01550,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
ORTHOPEDIC SURGERY,01581,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
ORTHOPEDIC SURGERY,01605,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
ORTHOPEDIC SURGERY,01606,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
ORTHOPEDIC SURGERY,01608,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
ORTHOPEDIC SURGERY,01610,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
ORTHOPEDIC SURGERY,01655,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
ORTHOPEDIC SURGERY,01701,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
ORTHOPEDIC SURGERY,01702,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
ORTHOPEDIC SURGERY,01742,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
ORTHOPEDIC SURGERY,01752,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
ORTHOPEDIC SURGERY,01757,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
ORTHOPEDIC SURGERY,01772,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
ORTHOPEDIC SURGERY,01760,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
ORTHOPEDIC SURGERY,01801,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
ORTHOPEDIC SURGERY,01803,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
ORTHOPEDIC SURGERY,01805,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
ORTHOPEDIC SURGERY,01810,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
ORTHOPEDIC SURGERY,01824,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
ORTHOPEDIC SURGERY,01830,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
ORTHOPEDIC SURGERY,01843,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
ORTHOPEDIC SURGERY,01844,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
ORTHOPEDIC SURGERY,01845,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
ORTHOPEDIC SURGERY,01862,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
ORTHOPEDIC SURGERY,01863,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
ORTHOPEDIC SURGERY,01886,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
ORTHOPEDIC SURGERY,01890,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
ORTHOPEDIC SURGERY,01904,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
ORTHOPEDIC SURGERY,01907,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
ORTHOPEDIC SURGERY,01915,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
ORTHOPEDIC SURGERY,01923,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
ORTHOPEDIC SURGERY,01945,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
ORTHOPEDIC SURGERY,01950,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
ORTHOPEDIC SURGERY,01960,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
ORTHOPEDIC SURGERY,01970,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
ORTHOPEDIC SURGERY,02026,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
